A,B,C
7666,740025765.2696,22910.618636
2481,290558271432.2,-6812.90087359227
5450,-269551508650879.0,-62878983865.5
3163,661508540002985.0,751462.2
4876,-97179273.0,-3304.3453521
969,-25458710.9,-411886058286645.0
4781,27262556602690.8,7648276277.337
4685,-514018.22,-795694163404766.0
4215,-6366.97,-7490069874792.0
9671,8.44620310014155,97092128.4933291
4016,9632417868440.0,-6992227320743.0
6941,384546347694.862,71727060871.0
9383,-52265910550697.0,4575.44957616372
1478,-41812445.79,-5844182976.5
9567,-4.5917045153729,-6966.69248149
6236,-771223246.2798,308692.0
139,231726516587447.0,-686906.0
2651,63.47971,-86434867399.0
5383,-7772230686.76677,2718.6979963727
4507,4670938.74603677,46203214926887.0
3138,-37911.45,8046687.5962429
5076,8707576269618.0,711644954.0
1705,83.647352,-63987.0
3413,-8109.98515,-47597468207.46
1600,-7.114,184919.48571862
3796,-1797.7,69985.0
1048,46748.6,-260.2078864
5520,3599218.35,39399836739764.0
2795,63.0,-3387199352324.7
6556,-543186110.821791,143430352504416.0
5243,-588276.7525035,-1264740686.0
2854,-617215.245,-0.44
329,-72942401491757.0,499645230.79752
7493,-344013843238.917,-4.26
7111,78.8,465216035264866.0
4296,88767530355.8426,-16933.97893
8886,41169.0,-11114977839.5929
4364,-3903.43,236282339655.65
9083,-619.4,4111.0
7334,-199426309737.9,8784538.69853
4050,489668.0,85091058278478.0
4372,-62825432069.8,-70523329.4
1091,8686623992169.0,58581400988325.0
5459,1978136.91907,-798923510684160.0
5080,3227633934.0,-23331226130.2327
6207,479024482362263.0,52142018971624.0
5054,4866027.372,804844.454
7402,2513.892,3705101.4970325
3273,352.465,-582905.649
3931,-377.41923,14995.32054831
1769,185877.7024123,-372123742299.0
2053,-801398.14141,-35.1360296137741
2665,-8470.3,4318057260.0
2648,10992015501618.0,39469.5103984543
9470,-905.5360654,-836146176781132.0
182,-3.44,-65.0
2131,-3254.384356352,557505902.626208
6797,-169.52243154845,3130.58397
2051,269004.4866,-560.674550873
4234,-993666446171184.0,-1304026.187
6551,7.7467,2054.8759
8689,8.29200166818031,2.0
7266,-9454579527696.0,-825676582530.763
68,122157922585217.0,840669112.0
1668,-297110971889474.0,-60.48
7127,-692232158884273.0,-4754902526447.9
6440,-62.8106,-12729138.3294313
4096,-58975181208.7543,-9004899240.618
5275,-5.0,-9138138.5781291
7694,-651317550821066.0,2349160.2997
114,-8486.8435,-1.99218823151926
4767,-361245891749722.0,-70068860144206.0
2380,56295196243746.0,-412679.7246492
1044,-54189.0,26122051754577.8
6974,2.80053,-782635752194.753
4289,57219.98,-6867133.357428
1983,2650311.0,3174694358117.29
736,-0.0,-732984570.0
3380,-32697603.868,-30202002025.42
5626,-6274903.0,212845282742.2
6993,93072541332.1994,1.4706911534
1377,-5621917.17327457,-4341549509.2
4863,6273.243,-8831.4420573
9395,-56973202948.0,-26447652.122564
7389,592244.25104,-822518897103.1
5761,191109.531107437,99539.17217
4748,-1994.6594683276,363768508006.485
6718,8887897444450.0,-92641.66247
1740,322289386819.66,807.0
6714,-99.6416354614346,53019892.0
2871,-6802945.55486,-9491907238566.0
1844,8281256731.0,511751354.197
2041,-49625.307,-6093.211384
3842,2.614442,2.50629952947167
1145,-122756.7823,-8.2
240,2.6389353917,96.29819
8610,-539254849.5,-3124.24771078
308,-3589245.322,24917159798.305
7256,9.164775241,81164251488.0
6921,-98267127.4202223,-29.2296505
1617,60472833.5,-409172.359332
3847,-8.40799657,56029618.122
9316,-95.8813552945,23401496371.0
1170,2.8564966,9743274.3676
155,79344.46,7541699272.65
2934,4283326434.17,-7461130.9907507
6930,8.8817829,8.86374
5282,-883068975778.0,-2868464720225.41
1647,529102519.51,412676431910567.0
8170,-5163489.99155,898.909236497
1560,-88842.9520469,-3219580196019.75
7700,-4940.82193,-801060424680.8
3881,125.82,-10648185717.5
7015,58802740.0,258.420859417
1024,190213183151263.0,820975568.952384
5882,2996506.7251,824247088431017.0
8859,45465778.80948,-6285489472990.6
3797,-509615365.0,64199627.0
2188,-62653530217.26,831098448973944.0
8595,-3713956170658.0,-784565184.1
3851,9217432046612.0,-78900571.7
8380,-80085675949888.2,-9311472.774
7891,-5171737412258.22,1734454048270.51
8351,260880707.0,62825572.252414
8279,8670333102666.6,55561044.0
382,50.54772276,-10958.2
8090,16575.6684,848.224727049139
2918,4.49,-675929.5943865
3113,726036603056.0,-6178352015.9688
3870,17057703958277.0,6.0
3447,767891731.9859,7534548284637.27
7602,32930736.5393,19372594.6762107
2179,501236979031582.0,89.1422
3478,-2890703.36,716558278524.88
5831,55593953717.785,91998532923090.6
6140,-5646551540201.0,-107431.8998577
8969,805.0,-446276403.30979
4366,93244454.62,-404387.612288
233,5846.28,-67427.1188965104
114,602179.3080209,-3544863.9406537
2380,49435.84038,9733969.0
110,3670577.5606474,-604706673916.817
7887,-80.918173847,-439319168.2787
7629,34750516298.6,283935747265414.0
7665,-756243836.6936,72256015.1269
5477,-5.3,596148633748.2
2407,947441.0,-41389726567453.0
2768,203120.18963,48120.98069
665,-93681654.7874,-97338456.0
7109,-45171310888.911,-869863658784.82
2788,-3.7,5.546109975
4195,34511377069.19,447270528.168
6391,-8623.332,9.39281
1710,28231302454713.1,6460100208.581
1942,3.6300372899346,-45.1
2517,-111322980.96,-2171406756089.3
110,-4.4479123259996,55851.9442465
8362,-689.9,-94625043948.8
4859,-85314577170794.0,760885936.5
6928,-919012672739705.0,-886.96399
5494,-34341121.38641,811.73025
9479,-839008.57405646,907481.81124
3872,-980656.68,6672574.4
6919,434137782882.1,-89359090371833.0
3862,-22104.0,-51.995798338569
4672,-1.50139,-50.32362966
8347,-989.9623794856,-88888951052.0
9043,-121139925.241,-46672871861.77
6890,6886941.98309,-5822.4789113908
5748,618972949.5,-79466367.8104
7623,-45660.695,730938588559788.0
5790,152.5314626631,-524.611
9517,98267880653.13,-36052896185930.1
7879,0.7752526585613,-822327.63772
5773,9373.8440973,994.0
789,55765.0,66814298701.649
5434,5306.742752588,-102785449.96
2265,-660214412.87,0.38690035
7583,723626.80884,-962458.27388
4407,-559094582.78,8007769851226.93
5683,-9851.0,-5910.845
8408,-9495.9,4792.323281957
8314,23762801109496.0,1576791107.93
718,-557077558.63,7062.24869
9121,-615795814230452.0,-0.9994453689953
2602,-71668250.6,62693468.436
3645,-692010.322,90.2576069
371,-89042318105374.0,-5265805069491.0
1438,-6626391313.0,6611729027688.27
6063,-117694870494.0,-40743537481.717
3580,5187.0,66.38741175915
8810,-18032816.603855,859.7
310,322119219.174997,88.835219764628
3853,-3.27065,772779.5503
9710,7.3067,594.64254
912,78228.499301,90275.55615012
9479,-0.86390646915946,-3085841200200.3
7241,-69085864584447.4,224644021790462.0
8461,-5.119193770103,678903549.1996
3373,-571799.13387,-5.4294945129761
2364,594902238355.0,319262740080.0
7538,9550286851.404,503152.34596
1724,5.400062188,86502050348.0
387,44.6091236994043,56816710220.28
4256,-99.64,5592045426.209
4787,-849426354843882.0,5149173668709.0
7857,35625000.485,-83948557094071.3
9044,-32001291.0,2926200696.0
5559,815440884381533.0,358656026825908.0
5231,4925.8899706,6980271078.0
2180,860647.89445,-34711920126.0
3570,-6700502210.25,-4464818184858.6
7744,2915502404568.2,-31483141101.0
8143,-68877231618272.0,330100142.76
5568,55202124.1170704,-6004663059.694
3098,-1027727457975.99,-58973.27092443
7685,4819.3920623021,8041752587.79
663,-57242.945514447,-835.41212
7635,11018.788914478,-892850190306.8
6264,-83389124.3825,9572403.9518447
313,-594.92,-238083257512.32
4372,-7690734488.957,9183.93736082
5142,3711.0,-4.334
8266,36717187731.33,-21165.686006021
8021,-27988507.3,10600.0
1780,-2844.310787,-250429281984211.0
5497,-47731.7,-7406831.9130165
9817,68036601708.848,7367982326.76
7809,-67423429696846.0,-577448.172073
5671,-345739092249.8,-83005.5111061
7648,90091.92749911,-70304342.84
5970,-5881.8728048235,855051226.754
9752,823.50988,-21754940519.139
7152,-972204.864112,384.125431319
1610,-2.2014724,-380267499222.3
8953,9.4584448563,8.112246089
3312,96159026.89408,6965252725.4
3522,9578647994302.1,2.9895533003
9663,-907.508205590191,-897038.6
6853,-21728428.4,-577506824421.45
5926,2213.6083,-70948862023068.0
1303,26349.862176,804284376.473
3295,-136.508,-8871.31
7094,4.63,818569364.0
6411,512254533681.0,-826777565373151.0
2904,791.0,-3027308858738.28
5509,-18275240.6,368455716219.249
4197,695896034946562.0,28864942.1583
7249,-5.6762,5448317.257
9032,-94709.15,894.1855
350,-8785.9862007487,54595399623.0
9280,-23.51196727,2010863.637
8013,5.4561741243412,618697768132.34
9321,-668966495907.92,749977298133.0
1650,-640298573902781.0,-317528.89574
2677,-73064.531168,5.49
8799,60.6939196,-91.7737254
5244,13302068970768.9,1152650378030.8
8369,6.62,748836235567220.0
614,49890.2586214,50172161637661.6
2428,332552387324.4,-661514129280.0
6126,501489966364.1,486030.18823
3597,2647.94029,-155.821931764083
849,181530.19755,-84218610.5433
3635,-567443815229.68,-4249.17031
983,221093002095.3,216229690743.0
2056,-12.6479,-718987277859374.0
339,-9440971461864.0,-19403421222.734
4087,18603.2794,6869753832802.9
8102,5850932707.0,-2798152102.51475
9701,-7.155,9843461857715.6
3099,-59602459599402.4,87487067.51594
7170,6286.8002838,69092954636395.3
3149,-330.683,4090798642749.56
7716,96054457.0,-35077.394
9572,-51529650.2,2558069710.6649
1906,72654188.433,-1677594.6765
4849,5049.206627828,805171727413985.0
1766,9365704120.0,-3912166010.7078
8222,602016159438538.0,1500497337813.0
1633,-7683180452667.7,987870140822572.0
2622,256547501632.8,-89018.2452
417,97811045.8462757,-780382864.5414
102,-88069.5041561,1623599654.9222
7200,6104147683.69,6007505684913.0
4766,4662813414365.7,53187.1436634801
4385,-72395273029368.0,-28344.4
5145,274321.609651,-44.371134362
5727,9232525726254.4,621854584017312.0
1793,-6349.2506494448,-6.9599448018
5997,-9.557487064267,492640.0
4288,-95427.334696,7070.262
6769,-746.7269,-45.0
9075,6449783.8,-9799.11062812111
5147,2317215863.6,-2789622509.2
2098,44581439877498.5,6350.531783766
1621,-4718825222511.12,-1622.54354
3820,5.2039,572380.12
2599,-6698327.6538,2607699326740.28
7789,-311903312.0,-762508954155076.0
2301,-11.74,-5097.14
6707,7534.97151,-51400916.0
6172,-631512.105836,672421846987360.0
9890,5762567927505.1,-15657570149966.6
9816,-0.23098635677,-691027698.61
5387,826.961,90874879094406.0
3051,86972390061.406,36.3229
5449,922.37,364869330.425041
4717,-55664.7737404769,14.2
2785,-2.2073440014,-1454807082727.8
216,19787296059675.0,50237.24503887
3697,29093665.1449,-51.28938
2043,72579941491704.0,-85.8585975826
7340,-38.4816,103.4
5449,-218.73918532779,-77644752388894.0
9628,-0.6022,60708.460639
3965,-8044119327.0,-991967083804.0
6256,-3393874.446,-15655388056.18
8034,5453.8,-0.845476049324
4713,-2119.134766084,637257761.2
6348,637034571485.26,-22195940277024.0
2992,-0.609087,70300833.86007
9432,-22.7629689760568,-854164263.7
9598,-0.148980175885,-696823899502.598
4661,6948563458393.0,-620168041524905.0
8737,910295868574.0,-45842144898.31
9498,8818825986018.55,15348575932673.0
2135,-1486178781.563,6.303
9566,655.8,883608.71268
9244,1438.19739072,66663314.0
8135,906424021249.23,-56505.328628058
8557,5431538339.213,-44235716401.8
3088,7238065.65553,42889924.7255397
8599,-17351177896980.0,-7.745806636945
3111,-593985.35952,-5154.47229407
4086,-759041499955061.0,-84390.72
8690,-2561741074348.4,-81297.0
2631,5939124.966024,-82.742376772
2853,111021611133537.0,37266052616846.2
733,-62946518723.8,-37644.0
4547,747062.1735264,-544737.373
4617,-5049.159676327,21.0
2417,1994.8586541763,197272354341.597
2979,-76.39967448,87420.7
7844,-482913277742.0,-46265350896.708
7990,-393787636.21,46.88
6029,-427912347.1091,-381265616939594.0
9747,-5.272874962,-546641438276.543
5316,3272752.0,-4893981857.0
3605,938123774418013.0,-3609416571.6
6060,-88.193188517,-409870.63153
8400,38334.2086,9323658721668.0
7468,-3.632491627,554043142387.18
4258,9.805482,75899578760.0
3948,3270185539833.0,54.5695803350547
8099,-81482637.0,966340120399490.0
5607,800386669131490.0,-3.6331010056
2544,35073444925.91,96351.495596226
9559,-90309284644948.5,-449.697379
4633,9279501822.6054,-3115497622451.9
6931,-0.32044615,69487.9467
9681,887.891154,95869863801967.1
7341,20.9354133519,77739.8937051
3910,-2.699082491,-27953.78069019
8398,-5.96365858,50409011783.596
5541,409028278340524.0,-156331576.712
6819,85417365.0,6964905440471.0
4324,-8342275485.0,55313510748369.7
972,25579537.5468928,674924298950.0
8557,2781.777,9763.542
3438,-68699684.82025,7.3934971
1009,2260102753.679,14359557818.7
9876,6895734.998747,7447267482.1596
6180,3488215453188.0,0.3385539568
9680,-4194.6847,-2987821.7389726
7676,4820.43009,647254.4864235
3812,3.41377969215873,7771912443456.0
8710,-4831427.9341219,938.52918576105
7480,6694568.79458185,-42.193398
6067,-544.762194,51021258.295
5235,717464708.74,-764187.3
7449,-166497.0,142.908
2439,92432895158411.5,-79916.32
327,-78640853228993.0,-23.0
9081,-7.4908,3632859034788.3
3948,-61160072957.69,-286.12741246
1217,-4.322,8745403.7
6217,-311954.1928692,660081758526.54
3221,86.8755119,-19488.42
6567,-853258294307.1,-817340691824.0
7164,-4522031.84363,1845890.43424
4046,566432388107635.0,-418.928005883819
6078,2.332499782266,-94513.22067785
5490,-4503.896513163,-73191045196.8902
2789,820.401,-4296509.578
2453,62700406.284815,-7609813810579.6
3889,-24673693953.7188,-29603477705864.0
2467,-700781.37116,-9182650778850.69
6202,4.808216,238.1
5710,-9.253004,6.701
6592,300903225247.3,-199591918.4
6355,-994.62,-687761.24893
7206,6398151895427.3,-58404441451.7
4074,-1865823684.1791,70.66104326647
7802,-50490903213.43,-8542429790689.0
3517,-9933704682637.0,-120089689428739.0
2603,16027667977.89,199127.64
5257,-3904.975920429,83697450081305.3
3896,-52476709110075.0,-4417732333.0
1430,-641.21705227,2974859778437.0
7718,57819.574051,6.0
9127,-906500445296273.0,-1497904231272.8
8766,2107.4,11929.634
1956,-61850313.0,-3.0
9168,62492.54343,-0.38581111113
8106,-236623.0,58895432.831794
8230,-847187.943702,-528283723784906.0
2172,-973940.4880937,-74379025.597
2008,-6508315.61,-86532015963813.6
943,-9045785.6,5596075457.14
136,696429700635.9,-6.4251077
6110,4887384.0,-426298257280.618
5909,-9066045.33,774773.1689482
1389,86763730969135.0,-240720806.35
9265,716384408047199.0,-222084439591.0
654,97766285.8235,95900504.3249106
1025,-43666154699652.0,-3707934257.1967
501,232896384.768,-7211364759.48148
3566,2152143056911.68,-195590364608882.0
1995,50672886196713.0,90417.81
9401,304085345987344.0,-8.63
9239,586435.19,-873793.21057268
3020,-304117.16118,-26.60031
3729,1013529118747.19,563.40450289614
8418,282702.7,489.53993154556
2339,-19001.0,-853778176129.812
3835,1167.2440048715,0.615872523206
2372,614412271.548,-976.33161162927
3660,-595596.380918,9971574084.4
2616,48723.146158,-30615987588.204
1888,-51042.471384112,6547591340971.8
7354,19679015720.0,6604.92
5812,-26125372778965.0,-7.29
505,-1.32,6989511.99562
5736,-32114309.6902734,2.65294844
5244,-42336366.0,8.4833138462
8857,968425.41,-4634649977985.5
6342,79.239165655019,2519015.18712559
399,-3365324.378,650861.932
7703,432547964116.14,-5026.343939
3945,942.3004549,366.8575
3925,-61903598842.8429,-892295.7671
2231,-3.29855103042491,4932.5
2366,-37584.7,-540089077962.76
2090,695.0,36413370913.7
3437,906196506090977.0,-786850245.5
8177,8360826479185.3,-9695645679.53867
5723,581337.6795276,-49259.4226145
6057,-9.8,-540941388060088.0
7289,351933120425526.0,373041253.8232
9906,321.1431,20.1575563719
4893,84798647542.754,-1.35
2242,-6870144889.0,-3854238.189995
9504,-6894989698528.2,-171.118
4102,7238812779.39,-8.41568
3030,-854763282.14,-72903530314840.0
7612,85785251666.4,-41912988939532.0
9232,-165.58314,1160355.206776
4877,5146261663.9,-3714301334190.0
8401,-9701325.85,-273933.82
4928,1750.444615585,-89.77912528151
8154,-66421140.0,-395698.51513
3821,-3358898.9,811.636858
4040,-30055280539.6596,186577073317.95
2248,-5591368.782576,3040040.44
8589,-494009548.65,-85057503.49401
539,-370.868461,43528906406418.0
978,-2641083.4844776,-63.62319
4099,9136923238446.0,-120385237060563.0
9282,80643.13673,415359949864403.0
2967,43003.65040368,440176680613.6
1809,6.669825056,-29150.29547573
2418,-985671.3446368,572881.455369
65,-604.1633573638,5235217290.25
7116,853595183121.5,-575.26435257167
4415,-99142171789072.0,391.6841
6527,-479136891914.47,-35747802.2935
8590,4979012076.61,3356.354
9168,963.75,-5.3
3259,-6421351629.95,24.92314536
6601,-8184939185235.2,-414476.7
3318,-7.5042186872,376022515.953
7164,-35957020.0,-4699656172.0
8066,-64766.0,912906773108.6
6950,4432844631896.71,18381153237054.0
9465,-852801212768009.0,65.8352284704
7162,-1934504.1426731,-100248465.74
1902,6611.6633,-285772924828.0
7576,-633104.855,89658243.163
9693,-548.76,-824.21
783,3.57,-868119627.60686
2308,525302179.1518,7521391327820.0
8849,93110.507332,-714150.303605
9538,681363.802442006,8907.0
9429,7124956.797,-13527007.67005
9010,-7235179383.54804,-41.75497
646,-524158341839.223,509301398963265.0
1888,391130549359.79,7.0
6036,-200072116215117.0,-33944.24231
3952,7270.37081277,-5.1857442114
4036,82.0,-2420191.3
6878,741436561819294.0,-9122.29
7363,96161480.1767407,41650147518865.9
7805,4703.4,6.0
4025,-880084.7,64883430439124.8
1095,-726828299310.17,-523004949.637
3277,-476.807325,-44947078042850.2
8451,-2459610943.9,-3824998.0
9872,-24098582.678,49005.0
8485,2959475.2872815,-83794409080.0
4515,-13599127634619.0,-1822826.132
5248,-527.6,-9549660907.3726
1486,15155714635558.6,8263.6111
7995,-37194580188961.0,2745130.22302
2268,-1733.398151,-1963501319565.4
5009,301814.675593,-1434665398945.1
8368,-347458228.3388,-173212.38
603,6260184436966.6,87068585.0
729,10.412738,3987385009797.0
1116,-102561.0,-786857.79
4599,-13542869.293,97793.966082
6599,57552210553.7,-63034936.15
8364,247738477798.7,-5.325891187893
4711,-44430.2895858,-2298255.9
5705,664926.0,32134432448170.1
5666,-490505.23,4896.69709
272,2836432.4879,91926597282.7
1588,-9.0,-54423674564236.0
4744,53302107442037.2,-606.6174760285
6641,6.2707792,-7408347246.4
3499,5526.84,-61375309.333
7388,-264191183.9,515088021.33475
8845,280.3011171357,-8851479253.0
9235,-93903.8838,-571247537.3649
9557,351326873.99752,-8.1626
9999,-155430.0,835204.536835443
9590,-68408715520672.3,-4820.86
3294,-3657436256.2109,-748577.0
1811,-638388245.45879,2432991238.3
5385,11585566989053.0,904641.66761442
1447,533.1809,396534197242.16
20,-78093.65,-8494335150180.8
5454,-3106643.0,-992811.72
9996,6269217930595.79,-44554009.8814399
1515,342951293.0,-754912589.13275
2087,4930296053.0,-0.0
1976,85733547.230517,760877.5
1572,-775886557526033.0,-29288059949248.8
6538,3068790068.0,6999.390563914
4964,961782117727.3,-56185.67521
7900,-88071486348739.0,-46988213150020.0
9247,-9122757757553.0,97359.141
3147,46358793764862.1,29429629672.24
1691,-2341532994713.42,-414696.46703
658,-2770497.0,661.8
960,-834509519.1,-4504.43879
6610,784464736938596.0,-7.45715
3057,-2.833048791359,481567838751269.0
3455,-5848.0,-55277360506097.3
3508,500.152,976557.8
4935,-67358820586451.0,-436293129717574.0
9815,-8761008228.4684,43814977684783.8
3415,46689.57179,785.333
6336,-41843.3239323866,-8299.16647
8015,32715.0,-87536.53
5651,-2205704236.95559,-411.434493751
1095,-35072179.0,-385023347195.8
1072,-65390.3,-823962909.1
2890,238853210514750.0,-629481.34646
3533,-72723.3591968,-16168752766444.0
1507,7683549565.69,70202738.23
1776,-196546.1,79652105667430.3
6106,94610716366536.5,489568.0
2095,-8.422578194,8928406692108.0
5343,188723156.392039,-16028000572.22
5332,-3301243.4,-6560567289.246
4194,90796810.33,-39814767331.0
1802,-655364.8209,-3.471
6716,-4452595954.4,-8302446560.36
9579,-19298113.7531838,-582242.522085
7451,-989833620673.93,18142.3837
9033,85273.856174094,-534.0
9987,-34059.8580890446,-5631590445977.8
5138,6834121524186.0,-91.2458816
2222,8.766062,25.41
5637,3591185.0,-412693.1060994
1581,-153494694507.99,-39082575963.64
1620,-98213226.5284174,8.22843
9288,-6691.0,85297.19317
948,-77144958151.0,-241873.8
8388,8140519.9389,-8.0
1939,-66401.4,-70631321.98118
817,-35233.6417318957,845853282298.0
2991,-287.908854,-8848.28525
3547,-2118743883.0,47223368838.8
2835,6691559508.61093,-33305977.167129
4706,322991.0,8.87177283258
2337,14.0,141.67820579
6513,-3373729.4984,-7989023872721.0
2893,-75287592422.41,66110037527648.0
6573,-69365.8297121,46746190401469.0
7216,-89046.115883507,92243395624996.0
5237,-5578840185304.1,574821861.725855
4341,-49754.142818,-7.46383327
3715,-502110612178185.0,-10010.64
4999,39.28674198,-2.9574237
1329,15.499012,-2835168.525
6847,-20.894643887007,68853.1
4732,3035075.6,-8548.996156
7200,335.285384717,3504188464619.6
2249,-477005537311.999,-8.106538
1747,78165174.0,7567173056.7
8150,-51.55475914712,-945569537.809873
7437,-42567102870.97,658989.0
774,-975568763632.9,-269458572.384848
6336,-7.7717860884902,-45360557082.3
3391,8510.203972503,9386851596.34
7860,504211.42624,3.29165898
9811,-8188.911,-832.27819362359
7397,-97970194867.0,-7948.436641
3759,-38335131902685.7,-6767869.994112
4541,-4549748165137.0,-9268.5747319926
7248,-0.816,442.55211639474
729,-9916333819672.52,-1859.57
762,-42952183.181829,32653550.41948
1792,-823736811292281.0,43806059521.48
5290,8.190392596,994109669.52315
3893,-2019880889.7743,-9227427.8046
9463,-9698663519686.38,2401057911.62
6100,8528634490.0,5326600181073.32
5966,-239.88416,-2739719790026.9
3605,-589626.480603,-3952.3879427185
8152,133192460520.81,-77222907515.0
427,916242639793.9,-520.784771539
2594,188176467735.13,-3.3505325
9001,2449.4984206,3773541.925
6297,76592643434129.0,9257.940736068
4642,-54012674.182,-664.72709607254
7716,8.6935,49378816.14205
3242,-154135.5,442218327538879.0
9308,3.73617,227826892689383.0
1091,-71863.8471079,79920.880775
3639,8361.0,491135154.5111
9428,6614507407335.7,-664787400830.0
2953,-6867.728,58940726832132.6
335,-404251327.568268,48281852.0
602,3.9215274055,74316029.7
2614,-977029427.8,72.97023844
3911,2.918794,-203324676.37147
1013,196.9669,-4203259325.6711
1099,-9030330582.55,759366620025.3
4002,-867757869753.56,643215682.104
7198,-33967481.93594,4.757921
8473,90746748195234.0,77935.8123
2578,58797638.75,974.353011
6847,-52.61,-6091459.276
4379,-71019963322.2,-7707479711.894
3170,-845345787166.83,-2.866047
1763,9037320.6832,-1783.9249816432
5680,-2803660.0,-504480433480.0
7461,-880265262186715.0,-500.322
6736,-434247924.66,63.211092996
7077,51623882508.5,-98951999675.5339
4919,1116363967127.5,-4323.34
2917,-319114.6339,-12273821782.1
2428,-7609412.1431,-3.27531
7407,-9629.8,338997840741.1
4937,9985666661384.0,-47899.1
1240,68727728371.9286,692084.33867
2430,63.7737151072,-467435273437572.0
4176,-536.34,404657.76105
976,-79293.4,6689160393039.3
7174,-3750144.2899,897310951760.52
7772,381779819286.1,91417579360.18
4478,-1255326399506.0,7731588481657.0
6400,-6631894737406.3,3600941.11
6966,-501902671066.4,8131.1904456
5947,-6508.237,7342979.329
6692,47.92517273,-1.0
5915,9970090823.0,1.833347
6986,-2.43,780962.952
4590,457767501600.109,409559.5840749
3020,-48548880951578.0,159995458822244.0
5200,10833960.193054,-9240634.0
7970,-35270.1838282,-1637934.302
2051,3680339443748.0,1.8147
1953,-3.4949846339,261584.536594
5010,21104494573.71,-7.464073
6973,43298284482931.0,-6089080.4
2709,-9384.21,-325.66040184
763,-41.2,-298242036889.77
3295,46725975995344.0,72150742921949.0
1023,12969.0,-3703339172324.8
2476,947.432505483304,448871.577
9726,18.3938,89708959849210.0
7386,199136986.27,84220134.8476
8671,-24495241509178.0,77658638001.0
392,-722268.9,-3876468074930.0
7494,253092621257828.0,-27790.194211178
1439,-106141593.48,1384.656401
2956,98748.2539,-2398432.0
6639,-660064887.7282,-3284220088982.1
5050,-80996.671098,756967816638.75
3736,-3179.455,22769412946.67
7179,-819.991088868825,-3100167590.7
9122,-8215804589.22,29145261855795.3
7100,-39.255581,5934463119.641
7806,6577979503924.76,8.42
230,-736658457154406.0,-9507533.87484
9622,9974384.221898,48899730354238.0
5282,-88.1,7.86
2295,-23279982995.2,-122542.552865507
422,58.68838,0.1232106
9604,725.87,59100.664762979
280,-875908.738,443281.99590124
36,-886677424111218.0,-33407124136.18
7679,-387810974.1,-5917849.79
6457,943093.243,-250525.188
585,321751209.83,8619780473682.0
8473,-469.4955802692,22790231415.432
4848,-42897559395.24,3084692601.8573
856,716638407695.9,2965.5392
7315,613197.722303,-16460358.4
7153,1.7866802598,6148334.2
5668,-22395960.5,-6334.9
464,2554399762.988,9.291117821
4048,8099835989639.29,-5608680565.701
6654,-6717809449.8349,450988462629.0
6846,-765493521.988969,-25769.66
6915,-6.143019097,-989320942.0
2184,9152179.0,-9.5449920682742
521,4.6317507,-50698.5
224,286766.188,3040.7389
3846,-1939582459977.1,5744.1973
107,80515.47,-67.747
8188,6874402769177.15,-8055615.792162
9569,4154044001.952,-201672632235.0
7903,90.934517095,-321762459921.24
4110,8.917499688331,-35290826426086.0
4244,-66460.733125008,2276056641.12846
4493,-6004274.4262724,-92242.4
1906,219318.4,-542390534083416.0
2731,-81566030.1,55967.11
496,546710926.15224,-301248652.2441
235,305.5,-3165503233542.0
513,15332.61524839,-9714070.58663392
2384,8.440166030407,-95262027.96
4015,144121015.38,-8645642044783.0
2149,-89518.6005443,-8.857807815
6600,30882.26,32166.4437272
2374,-1.18637178934414,-48047.456355
1253,-3980727258103.0,188.419788455
2160,-7368400981.52588,80039018927.232
1371,-105868.1,-8383553817302.5
3289,27812488.714,855642618585230.0
9572,28992403674.2,264715701125433.0
2105,-1470605783.7367,44.83258
1090,-64776622004749.0,4706.881180862
626,-178153.358254154,2889110.344
8387,-80518092717.3642,-598797171450.96
8841,8880.7,71069636819.43
253,625555692395.5,-9304841482.0
2068,6.639038,-42734262398.3249
4730,27468510513737.6,780612454211.9
5080,-558429149693.632,-2.40988
3823,3279414224849.0,95625528.55
9246,-539.9,8529295394.65
313,25.4150498374,-81667213547.16
7363,430495403281003.0,-599640457925.4
3418,675.0,64859572787499.0
4215,984820455938.7,2476391216813.2
4323,-8617342933789.0,-4517834.8
3354,-7515190322.8539,-32536.925331356
3143,3881537242645.0,456.851602
2092,-437479932137.0,8176.7
2941,-298088.121,-617987.464272
8341,85615666.5394911,-651224403724.397
9886,-4.32,5731965698320.7
4208,-57616171561.69,-2431938759023.0
9129,-23335573.610735,80747242.1277304
2908,-4.1244591698,6.370951
1144,33564972.324,-8.911479609
9842,960993956.70109,-380820.2572
5694,-50002239528.2049,3816424.0
9430,-548067.10741,2086171.798
5122,-8364381801582.15,-414.0
1664,72401.25085333,69189491713.189
3578,487106942917.45,48.0
3271,2066356426.91,-97207517575317.7
292,-29347785668.2398,763682445.91
2142,-81.7386599,-1951.1054578968
9770,-5630071.83,21.3075
1677,-648358.145671,-8437745387814.0
7082,955509.55919,-72821226.0
3779,-99.6,9898170499.84
6828,-4974962290.3406,-164064573386.6
2230,-31093020.89,-2988673871.0
369,219.997025,-400216856408701.0
6864,-27649.8,-6592.216
2657,6625910722531.12,-74160448.75757
3257,-4197911604924.29,95441421.766252
287,-21320133217887.0,8988085.0
8242,99444047812.2,-776078552853.0
770,972764672316516.0,-10583747508721.0
4997,489517339.0,644146872.0
769,-8726129670830.7,6573241206138.76
4897,719.0,7452.64511
